商品代码,商品名称,商品规格代码,商品规格名称,商品标签,仓库,数量,商品单位,库存重量,可销数,可销售天数,在途数,安全库存下限,安全库存上限,订单占用数,可配数,未付款数,锁定数,库位,商品条码,商品简称,商品备注,规格备注,库存状态,商品分类,商品税号,供应商,保质期,有效日期,生产日期,供应商货号,品牌,商品建档日期,箱规,标准进价,最新采购价,最新采购供应商,成本价格,销售价格,成本总金额,销售总金额,近3日销量,近7日销量,近15日销量,近30日销量
RZ243B0161007502	,山东舰连帽卫衣-3XL	,,	,,北京仓	,2,,0.0,0, 	,0.0,0,,2.0,0,0,0.0,,RZ243B0161007502	,	,,,,,,,,,,,,2024-01-24 11:43:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ246Z0004000	,2024舰载熊猫迎新周边礼包	,,	,,荣造仓	,0,,0.0,-1, 	,0.0,0,,1.0,0,0,0.0,,RZ246Z0004000	,	,	,,,,	,,,,,,荣造	,2024-02-02 13:34:54,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
245Z7113000	,甲辰龙年刺绣章-小	,,	,,荣造仓	,0,,0.0,-1, 	,0.0,0,,1.0,0,0,0.0,,245Z7113000	,	,,,,,,,,,,,,2024-01-29 18:02:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
246Z6013000	,甲辰龙年刺绣章信封包装	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,246Z6013000	,	,,,,,,,,,,,,2024-01-30 10:34:26,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161005502	,山东舰连帽卫衣-XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ243B0161005502	,	,,,,,,,,,,,,2024-01-24 11:36:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161006502	,山东舰连帽卫衣-2XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ243B0161006502	,	,,,,,,,,,,,,2024-01-24 11:36:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
245Z7105000	,48活页定制大本	,,	,,北京仓	,0,,0.0,0, 	,300.0,0,,0.0,0,0,0.0,,245Z7105000	,	,,,,,,,,,,,,2024-01-24 11:35:00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131070570003	,山东舰飞织舰帽黑金57CM	,,	,服饰类	,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,022131070570003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:14,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161008502	,山东舰连帽卫衣-4XL	,,	,,荣造仓	,0,,0.0,0, 	,33.0,0,,0.0,0,0,0.0,,RZ243B0161008502	,	,,,,,,,,,,,,2024-01-24 11:44:08,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161007502	,山东舰连帽卫衣-3XL	,,	,,荣造仓	,0,,0.0,0, 	,44.0,0,,0.0,0,1,0.0,,RZ243B0161007502	,	,,,,,,,,,,,,2024-01-24 11:43:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161004502	,山东舰连帽卫衣-L	,,	,,荣造仓	,2,,0.0,0, 	,103.0,0,,2.0,0,0,0.0,,RZ243B0161004502	,	,,,,,,,,,,,,2024-01-24 11:36:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161006502	,山东舰连帽卫衣-2XL	,,	,,荣造仓	,0,,0.0,0, 	,91.0,0,,0.0,0,0,0.0,,RZ243B0161006502	,	,,,,,,,,,,,,2024-01-24 11:36:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ243B0161005502	,山东舰连帽卫衣-XL	,,	,,荣造仓	,1,,0.0,0, 	,80.0,0,,1.0,0,0,0.0,,RZ243B0161005502	,	,,,,,,,,,,,,2024-01-24 11:36:03,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0177XL524	,长款羽绒服-23-XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0177XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01652XL106	,舰载飞行咆哮熊猫飞行夹克-2XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W01652XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:40:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70670004	,章配件套装（王牌飞行系列）	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ235Z70670004	,	,	,,,,	,,,,,,荣造	,2023-08-22 16:20:36,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70670001	,章配件套装（航母系列）	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ235Z70670001	,	,	,,,,	,,,,,,荣造	,2023-08-22 16:19:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ2350902000	,四周年纪念装饰画-舰载机	,,	,,荣造仓	,0,,0.0,-1, 	,0.0,0,,1.0,0,0,0.0,,RZ2350902000	,	,	,,,,	,,,,,,,2023-12-11 14:13:41,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ2350901000	,四周年纪念装饰画-航母编队	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ2350901000	,	,	,,,,	,,,,,,,2023-12-11 14:12:40,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ2350901000	,四周年纪念装饰画-航母编队	,,	,,北京仓	,6,,0.0,0, 	,0.0,0,,6.0,0,0,0.0,,RZ2350901000	,	,	,,,,	,,,,,,,2023-12-11 14:12:40,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ2350902000	,四周年纪念装饰画-舰载机	,,	,,北京仓	,5,,0.0,0, 	,0.0,0,,5.0,0,0,0.0,,RZ2350902000	,	,	,,,,	,,,,,,,2023-12-11 14:13:41,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0177L524	,长款羽绒服-23-L	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0177L524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01773XL524	,长款羽绒服-23-3XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W01773XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:06:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01772XL524	,长款羽绒服-23-2XL	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ234W01772XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
226Z001000	,Q版山东舰202074	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,226Z001000	,	,,,,,,,,,,,,2022-10-28 17:11:53,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022131010070013	,山东舰速干T麻灰色-3XL	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,022131010070013	,	,	,,,,	,,,,,,荣造	,2021-12-20 17:57:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01774XL524	,长款羽绒服-23-4XL	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ234W01774XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:06:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01653XL106	,舰载飞行咆哮熊猫飞行夹克-3XL	,,	,,北京仓	,4,,0.0,3, 	,0.0,0,,1.0,3,0,0.0,,RZ233W01653XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:41:06,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,1
RZ232M5015058111	,山东舰夏季主舰帽-镭射款-58	,,	,,北京仓	,2,,0.0,2, 	,0.0,0,,0.0,2,0,0.0,,RZ232M5015058111	,	,	,,,舰帽	,	,,,,,,荣造	,2023-07-13 18:46:51,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70772	,J-35白板贴-10cm-红	,,	,,荣造仓	,0,,0.0,0, 	,101.0,0,,0.0,0,0,0.0,,RZ235Z70772	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:43:55,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70792	,F-18白板贴-10cm-红	,,	,,荣造仓	,0,,0.0,0, 	,101.0,0,,0.0,0,0,0.0,,RZ235Z70792	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:48:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70785	,K-600白板贴-10cm-蓝	,,	,,荣造仓	,0,,0.0,0, 	,101.0,0,,0.0,0,0,0.0,,RZ235Z70785	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:47:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70762	,J-15白板贴-7cm-红	,,	,,荣造仓	,0,,0.0,0, 	,51.0,0,,0.0,0,0,0.0,,RZ235Z70762	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:52:01,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70782	,K-600白板贴-10cm-红	,,	,,荣造仓	,0,,0.0,0, 	,101.0,0,,0.0,0,0,0.0,,RZ235Z70782	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:48:58,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70815	,J-15白板贴-10cm-蓝	,,	,,荣造仓	,0,,0.0,0, 	,126.0,0,,0.0,0,0,0.0,,RZ235Z70815	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:40:53,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70768	,J-15白板贴-7cm-绿	,,	,,荣造仓	,0,,0.0,0, 	,51.0,0,,0.0,0,0,0.0,,RZ235Z70768	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:53:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70763	,J-15白板贴-7cm-黄	,,	,,荣造仓	,0,,0.0,0, 	,51.0,0,,0.0,0,0,0.0,,RZ235Z70763	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:53:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ235Z70812	,J-15白板贴-10cm-红	,,	,,荣造仓	,0,,0.0,0, 	,127.0,0,,0.0,0,0,0.0,,RZ235Z70812	,	,	,,,,	,,,,,,荣造	,2023-10-07 17:41:53,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0166L809	,舰载飞行王牌飞行员飞行夹克-L	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W0166L809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:45:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01663XL809	,舰载飞行王牌飞行员飞行夹克-3XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W01663XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:46:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176L524	,中款羽绒服-23-L	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0176L524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:32,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176M524	,中款羽绒服-23-M	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0176M524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:00:31,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176XL524	,中款羽绒服-23-XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0176XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01764XL524	,中款羽绒服-23-4XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W01764XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:02:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01762XL524	,中款羽绒服-23-2XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W01762XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:32,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ236Z0005	,荣造-鹰轰联名-机械手表	,,	,,荣造仓	,0,,0.0,-1, 	,0.0,0,,1.0,0,0,0.0,,RZ236Z0005	,	,	,,,,	,,,,,,,2023-11-09 10:11:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ236Z001000	,荣造-鹰轰联名-石英手表	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ236Z001000	,	,	,,,,	,,,,,,,2023-11-09 10:13:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ236Z001000	,荣造-鹰轰联名-石英手表	,,	,,北京仓	,286,,0.0,283, 	,0.0,0,,3.0,283,0,0.0,,RZ236Z001000	,	,	,,,,	,,,,,,,2023-11-09 10:13:11,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ236Z0005	,荣造-鹰轰联名-机械手表	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ236Z0005	,	,	,,,,	,,,,,,,2023-11-09 10:11:10,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
236Z001106	,钢笔F-舰载熊猫礼盒-黑	,,	,,北京仓	,2,,0.0,2, 	,5.0,0,,0.0,2,0,0.0,,236Z001106	,	,	,,,,	,,,,,,,2023-10-09 15:39:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
235Z001106	,钢笔EF-舰载熊猫礼盒-黑	,,	,,北京仓	,1,,0.0,0, 	,5.0,0,,1.0,0,0,0.0,,235Z001106	,	,	,,,,	,,,,,,,2023-10-09 15:21:45,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
235Z0012	,钢笔EF-舰载熊猫礼盒-红	,,	,,北京仓	,0,,0.0,0, 	,5.0,0,,0.0,0,0,0.0,,235Z0012	,	,	,,,,	,,,,,,,2023-10-09 15:25:48,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
236Z0012	,钢笔F-舰载熊猫礼盒-红	,,	,,北京仓	,0,,0.0,0, 	,5.0,0,,0.0,0,0,0.0,,236Z0012	,	,	,,,,	,,,,,,,2023-10-09 15:38:56,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
236Z0005	,钢笔F-舰载熊猫礼盒-蓝	,,	,,北京仓	,0,,0.0,0, 	,5.0,0,,0.0,0,0,0.0,,236Z0005	,	,	,,,,	,,,,,,,2023-10-09 15:36:54,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
235Z0015	,钢笔EF-舰载熊猫礼盒-蓝	,,	,,北京仓	,0,,0.0,0, 	,5.0,0,,0.0,0,0,0.0,,235Z0015	,	,	,,,,	,,,,,,,2023-10-09 15:23:47,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0165XL106	,舰载飞行咆哮熊猫飞行夹克-XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W0165XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:40:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01656XL106	,舰载飞行咆哮熊猫飞行夹克-6XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W01656XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:42:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01763XL524	,中款羽绒服-23-3XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W01763XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:02:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01765XL524	,中款羽绒服-23-5XL	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W01765XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:03:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0163S809	,舰载飞行冲上云霄飞行夹克-S	,,	,,荣造仓	,18,,0.0,18, 	,16.0,0,,0.0,18,0,0.0,,RZ233W0163S809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:31:57,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,2,2
RZ234W0177S524	,长款羽绒服-23-S	,,	,,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ234W0177S524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:04:35,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01635XL809	,舰载飞行冲上云霄飞行夹克-5XL	,,	,,荣造仓	,10,,0.0,10, 	,6.0,0,,0.0,10,0,0.0,,RZ233W01635XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:36:01,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01636XL809	,舰载飞行冲上云霄飞行夹克-6XL	,,	,,荣造仓	,15,,0.0,15, 	,8.0,0,,0.0,15,0,0.0,,RZ233W01636XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:36:02,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,1
RZ233W0165S106	,舰载飞行咆哮熊猫飞行夹克-S	,,	,,荣造仓	,3,,0.0,3, 	,29.0,0,,0.0,3,0,0.0,,RZ233W0165S106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:39:04,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01666XL809	,舰载飞行王牌飞行员飞行夹克-6XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W01666XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:48:13,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01664XL809	,舰载飞行王牌飞行员飞行夹克-4XL	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W01664XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:47:12,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0165L106	,舰载飞行咆哮熊猫飞行夹克-L	,,	,,北京仓	,4,,0.0,3, 	,0.0,0,,1.0,3,0,0.0,,RZ233W0165L106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:40:05,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01656XL106	,舰载飞行咆哮熊猫飞行夹克-6XL	,,	,,荣造仓	,12,,0.0,8, 	,6.0,0,,4.0,12,0,0.0,,RZ233W01656XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:42:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0166S809	,舰载飞行王牌飞行员飞行夹克-S	,,	,,北京仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,RZ233W0166S809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:43:08,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132060020012	,山东舰棉T红色-S	,,	,服饰类	,荣造仓	,0,,0.0,0, 	,0.0,0,,0.0,0,0,0.0,,022132060020012	,	,	,,,服装	,	,,,,,,,2021-12-20 17:56:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W01655XL106	,舰载飞行咆哮熊猫飞行夹克-5XL	,,	,,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,RZ233W01655XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:42:07,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
022132030600003	,山东舰飞织舰帽酒红60CM	,,	,	,北京仓	,1,,0.0,1, 	,0.0,0,,0.0,1,0,0.0,,022132030600003	,	,	,,,舰帽	,	,,,,,,,2021-12-20 17:56:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233Z70855	,大手提袋42x46cm	,,	,,荣造仓	,0,,0.0,0, 	,1000.0,0,,0.0,0,0,0.0,,RZ233Z70855	,	,,,,,,,,,,,,2023-10-25 17:48:23,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0177XL524	,长款羽绒服-23-XL	,,	,,荣造仓	,0,,0.0,0, 	,29.0,0,,0.0,0,0,0.0,,RZ234W0177XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0177L524	,长款羽绒服-23-L	,,	,,荣造仓	,0,,0.0,0, 	,31.0,0,,0.0,0,0,0.0,,RZ234W0177L524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01772XL524	,长款羽绒服-23-2XL	,,	,,荣造仓	,3,,0.0,3, 	,43.0,0,,0.0,3,0,0.0,,RZ234W01772XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:05:37,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01773XL524	,长款羽绒服-23-3XL	,,	,,荣造仓	,11,,0.0,11, 	,23.0,0,,0.0,11,0,0.0,,RZ234W01773XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:06:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01764XL524	,中款羽绒服-23-4XL	,,	,,荣造仓	,0,,0.0,0, 	,25.0,0,,0.0,0,0,0.0,,RZ234W01764XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:02:34,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176XL524	,中款羽绒服-23-XL	,,	,,荣造仓	,0,,0.0,0, 	,60.0,0,,0.0,0,0,0.0,,RZ234W0176XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01763XL524	,中款羽绒服-23-3XL	,,	,,荣造仓	,0,,0.0,0, 	,65.0,0,,0.0,0,0,0.0,,RZ234W01763XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:02:33,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0177M524	,长款羽绒服-23-M	,,	,,荣造仓	,0,,0.0,0, 	,4.0,0,,0.0,0,0,0.0,,RZ234W0177M524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:04:35,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01774XL524	,长款羽绒服-23-4XL	,,	,,荣造仓	,0,,0.0,0, 	,12.0,0,,0.0,0,0,0.0,,RZ234W01774XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:06:38,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176L524	,中款羽绒服-23-L	,,	,,荣造仓	,0,,0.0,0, 	,48.0,0,,0.0,0,0,0.0,,RZ234W0176L524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:32,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W0176M524	,中款羽绒服-23-M	,,	,,荣造仓	,0,,0.0,0, 	,23.0,0,,0.0,0,0,0.0,,RZ234W0176M524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:00:31,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ234W01762XL524	,中款羽绒服-23-2XL	,,	,,荣造仓	,0,,0.0,0, 	,58.0,0,,0.0,0,0,0.0,,RZ234W01762XL524	,	,	,,,,	,,,,,,荣造	,2023-09-01 14:01:32,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0,0,0,0
RZ233W0166L809	,舰载飞行王牌飞行员飞行夹克-L	,,	,,荣造仓	,9,,0.0,9, 	,58.0,0,,0.0,9,0,0.0,,RZ233W0166L809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:45:10,0.0,0.00,255.57,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,1
RZ233W01654XL106	,舰载飞行咆哮熊猫飞行夹克-4XL	,,	,,荣造仓	,35,,0.0,35, 	,4.0,0,,0.0,35,0,0.0,,RZ233W01654XL106	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:41:06,0.0,0.00,268.34,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,1
RZ233W0166XL809	,舰载飞行王牌飞行员飞行夹克-XL	,,	,,荣造仓	,8,,0.0,8, 	,67.0,0,,0.0,8,0,0.0,,RZ233W0166XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:46:11,0.0,0.00,255.57,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,1
RZ233W01662XL809	,舰载飞行王牌飞行员飞行夹克-2XL	,,	,,荣造仓	,11,,0.0,11, 	,78.0,0,,0.0,11,0,0.0,,RZ233W01662XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:46:11,0.0,0.00,255.57,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,1,2
RZ233W01663XL809	,舰载飞行王牌飞行员飞行夹克-3XL	,,	,,荣造仓	,29,,0.0,29, 	,21.0,0,,0.0,29,0,0.0,,RZ233W01663XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:46:11,0.0,0.00,255.57,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,2
RZ233W01664XL809	,舰载飞行王牌飞行员飞行夹克-4XL	,,	,,荣造仓	,24,,0.0,24, 	,5.0,0,,0.0,24,0,0.0,,RZ233W01664XL809	,	,	,,,,	,,,,,,荣造	,2023-08-10 13:47:12,0.0,0.00,255.57,南通冠洲国际贸易有限公司,0.00,0.00,0.00,0.00,0,0,0,0
